persid,hhid,persno,primary_mode_raw,travel_mode_3,agegroup,sex,relationship,studying,anywork,anzsco1,anzsco2,emptype,persinc,hhinc_group,totalvehs,owndwell,homelga,homesubregion_asgs_person,homeregion_asgs_person,homesubregion_asgs_hh,homeregion_asgs_hh,perspoststratweight,hhpoststratweight,travdow_person,fulltimework,parttimework,casualwork,activities,mainact,anzsic1,anzsic2,startplace,numstops,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight_group_1,perspoststratweight_group_2,perspoststratweight_group_3,perspoststratweight_group_4,perspoststratweight_group_5,perspoststratweight_group_6,perspoststratweight_group_7,perspoststratweight_group_8,perspoststratweight_group_9,perspoststratweight_group_10,daytype_person,surveyperiod,hhsize,dwelltype,totalbikes,travmonth,travdow_hh,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhpoststratweight_group_1,hhpoststratweight_group_2,hhpoststratweight_group_3,hhpoststratweight_group_4,hhpoststratweight_group_5,hhpoststratweight_group_6,hhpoststratweight_group_7,hhpoststratweight_group_8,hhpoststratweight_group_9,hhpoststratweight_group_10,daytype_hh
Y24H6230404P03,Y24H6230404,3,Train,Public,20->24,Female,Child,No Study,Yes,Professionals,ICT Professionals,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)","$6,000-$7,999 ($312,000-$415,999)",4,Fully Owned,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,707.436282956,781.8044924,Thursday,Yes,No,No,No other activity,Full-time Work,Professional Scientific and Technical Services,Professional Scientific and Technical Services (NEC),At Home,10,Yes,No,Yes,Yes,No,Yes,No,No,No,Full Adult,No,No,No,778.258602675,506.519946279,693.112612539,771.317487924,793.215170836,689.639454914,1168.949222896,712.943876729,0.0,908.157010926,Weekday,2023-24,4,Separate House,6,July,Thursday,15->19,35->39,50->54,861.9121674,659.4951657,764.5720098,834.636998,822.615905,773.4795242,1124.847939,847.4239098,0.0,1135.38268,Weekday
Y24H6230404P04,Y24H6230404,4,Train,Public,15->19,Male,Child,Full-time TAFE/Uni,No,Not in Work Force,Not in Work Force,Not in Work Force,"$1-$149 ($1-$7,799)","$6,000-$7,999 ($312,000-$415,999)",4,Fully Owned,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,1503.365783461,781.8044924,Thursday,No,No,No,No other activity,Full-time TAFE/Uni,Not in Work Force,Not In Work Force,At Home,7,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Concession,No,No,No,1606.941702859,1115.952238646,1552.38612567,1963.8660714,1318.822886088,1550.873854928,2906.771086625,1807.680434749,0.0,1856.82461654,Weekday,2023-24,4,Separate House,6,July,Thursday,15->19,35->39,50->54,861.9121674,659.4951657,764.5720098,834.636998,822.615905,773.4795242,1124.847939,847.4239098,0.0,1135.38268,Weekday
Y24H6230405P01,Y24H6230405,1,Vehicle Driver,Private,30->34,Male,Self,No Study,Yes,Technicians and Trades Workers,Automotive and Engineering Trades Workers,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)",1,Being Rented,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,347.483500793,295.7304492,Friday,Yes,No,No,No other activity,Full-time Work,Manufacturing,Machinery and Equipment Manufacturing,At Home,11,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,383.999536246,374.495906062,325.073466134,393.650336491,421.484185366,454.753292724,302.005478313,406.200623647,0.0,420.987448024,Weekday,2023-24,2,Separate House,0,July,Friday,25->29,30->34,30->34,343.9757816,289.9281352,282.5037112,323.7691991,338.143761,393.177542,276.2856205,341.4205538,0.0,335.9030481,Weekday
Y24H6230405P02,Y24H6230405,2,Train,Public,25->29,Female,Spouse,Full-time TAFE/Uni,Yes,Community and Personal Service Workers,Hospitality Workers,Paid Employee,"$300-$399 ($15,600-$20,799)","$1,750-$1,999 ($91,000-$103,999)",1,Being Rented,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,426.793916916,295.7304492,Friday,No,Yes,No,No other activity,Full-time TAFE/Uni,Accommodation and Food Services,Food and Beverage Services,At Home,6,No,No,No,No,No,No,No,No,No,Full Adult,No,No,No,551.680416861,276.661245322,415.094175836,447.095721179,512.560348978,532.388376399,448.926672644,568.743228267,0.0,508.118605843,Weekday,2023-24,2,Separate House,0,July,Friday,25->29,30->34,30->34,343.9757816,289.9281352,282.5037112,323.7691991,338.143761,393.177542,276.2856205,341.4205538,0.0,335.9030481,Weekday
Y24H6230408P02,Y24H6230408,2,Train,Public,45->49,Female,Spouse,No Study,Yes,Managers,Specialist Managers,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)","$6,000-$7,999 ($312,000-$415,999)",2,Being Purchased,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,212.861882879,188.921936,Monday,Yes,No,No,No other activity,Full-time Work,Public Administration and Safety,Public Administration,At Home,8,Yes,No,Yes,No,Yes,No,No,No,No,Full Adult,No,No,No,213.714413534,215.141354106,204.371239584,274.83177838,262.530513071,218.872080965,205.89287804,266.188757992,0.0,247.520184907,Weekday,2023-24,5,Separate House,5,July,Monday,5->9,25->29,45->49,199.0827743,221.4932089,181.3834232,223.5156969,222.5914109,204.9214897,174.9180412,236.2256585,0.0,226.4381104,Weekday
Y24H6230409P01,Y24H6230409,1,Vehicle Driver,Private,55->59,Female,Self,No Study,Yes,Managers,Hospitality Retail and Service Managers,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)","$6,000-$7,999 ($312,000-$415,999)",3,Being Purchased,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,411.831805672,316.7256471,Tuesday,Yes,No,No,No other activity,Full-time Work,Manufacturing,Basic Chemical and Chemical Product Manufacturing,At Home,10,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,No,Yes,527.525729598,524.674151448,381.688434579,392.125487421,452.996480744,385.825513865,387.832448866,533.020513293,0.0,509.259048208,Weekday,2023-24,4,Separate House,Missing/Refused,July,Tuesday,25->29,35->39,55->59,354.4468075,444.9461894,307.9732063,321.930586,337.7094318,304.2820741,332.9577398,396.928437,0.0,397.9684227,Weekday
Y24H6230411P01,Y24H6230411,1,Vehicle Driver,Private,50->54,Male,Self,No Study,Yes,Managers,Chief Executives General Managers and Legislators,Self-Employed,"$3,000-$3,499 ($156,000-$181,999)","$6,000-$7,999 ($312,000-$415,999)",4,Fully Owned,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,801.892171503,781.8044924,Thursday,Yes,No,No,No other activity,Full-time Work,Electricity Gas Water and Waste Services,Electricity Supply,At Home,3,No,No,No,No,No,No,No,No,No,Not applicable,Yes,No,No,860.619739554,649.467306979,795.771618648,865.78496635,808.611880691,829.928493154,938.522562418,849.117115087,0.0,1318.833352234,Weekday,2023-24,4,Separate House,0,July,Thursday,10->14,30->34,50->54,861.9121674,659.4951657,764.5720098,834.636998,822.615905,773.4795242,1124.847939,847.4239098,0.0,1135.38268,Weekday
Y24H6230415P02,Y24H6230415,2,Vehicle Driver,Private,60->64,Male,Spouse,No Study,Yes,Professionals,Education Professionals,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)","$2,500-$2,999 ($130,000-$155,999)",2,Fully Owned,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,231.129735341,290.9665244,Monday,Yes,No,No,No other activity,Full-time Work,Education and Training,Tertiary Education,At Home,6,No,No,No,No,No,No,No,No,No,Not applicable,No,Yes,Yes,238.590992652,241.265305766,209.821663902,223.694384908,318.848669756,284.227727203,189.654463752,347.006501457,0.0,270.996566482,Weekday,2023-24,2,Separate House,0,July,Monday,60->64,60->64,60->64,299.3174744,310.211612,273.1578384,321.4746126,357.9975164,341.8901027,280.2133774,369.1380132,0.0,347.8394779,Weekday
Y24H6230432P04,Y24H6230432,4,Vehicle Passenger,Private,20->24,Female,Grandchild,No Study,Yes,Sales Workers,Sales Representatives and Agents,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)","$2,000-$2,499 ($104,000-$129,999)",1,Fully Owned,Manningham (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,508.824310106,638.7554989,Thursday,Yes,No,No,No other activity,Full-time Work,Retail Trade,Other Store-Based Retailing,At Home,3,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,619.639179483,1159.628727966,594.917708026,432.009054065,488.986542734,394.676154098,489.283464957,507.498900683,0.0,514.300594124,Weekday,2023-24,6,Separate House,2,July,Thursday,15->19,45->49,90->94,704.5245779,1208.103898,689.3828346,602.7354148,595.4472111,545.4694764,599.09318,724.3166963,0.0,648.3754557,Weekday
Y24H6230432P06,Y24H6230432,6,Vehicle Driver,Private,15->19,Female,Grandchild,Full-time TAFE/Uni,Yes,Sales Workers,Sales Representatives and Agents,Paid Employee,"$300-$399 ($15,600-$20,799)","$2,000-$2,499 ($104,000-$129,999)",1,Fully Owned,Manningham (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,471.463547892,638.7554989,Thursday,No,Yes,No,No other activity,Full-time TAFE/Uni,Retail Trade,Other Store-Based Retailing,At Home,7,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,492.175735914,819.244077319,480.558156267,408.506671952,440.815659723,305.799254937,447.114175022,629.478795413,0.0,478.57881737,Weekday,2023-24,6,Separate House,2,July,Thursday,15->19,45->49,90->94,704.5245779,1208.103898,689.3828346,602.7354148,595.4472111,545.4694764,599.09318,724.3166963,0.0,648.3754557,Weekday
Y24H6230433P01,Y24H6230433,1,Vehicle Driver,Private,65->69,Male,Self,No Study,Yes,Technicians and Trades Workers,Electrotechnology and Telecommunications Trades Workers,Self-Employed,"$800-$999 ($41,600-$51,999)","$1,750-$1,999 ($91,000-$103,999)",2,Fully Owned,Manningham (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,720.566327097,853.9139141,Friday,Yes,No,No,No other activity,Full-time Work,Other Services,Repair and Maintenance,At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,943.014160861,846.458398642,798.33597983,698.805799625,744.451900748,626.402593867,874.818207361,755.922765793,0.0,720.675656696,Weekday,2023-24,2,Separate House,0,July,Friday,65->69,65->69,65->69,1042.9528,1041.690566,914.781731,858.0762481,827.8628814,1009.555249,860.0012101,824.7097114,0.0,839.8859332,Weekday
Y24H6230501P02,Y24H6230501,2,Vehicle Driver,Private,40->44,Female,Sibling,No Study,Yes,Clerical and Administrative Workers,Inquiry Clerks and Receptionists,Paid Employee,"$650-$799 ($33,800-$41,599)","$1,500-$1,749 ($78,000-$90,999)",2,Being Rented,Moorabool (S),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,193.304398548,292.5949271,Monday,No,No,Yes,No other activity,Casual Work,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,215.024622752,212.389743075,188.543570453,210.870041881,273.991641283,0.0,248.113412227,211.676649858,177.679075193,198.372946165,Weekday,2023-24,4,Separate House,Missing/Refused,July,Monday,10->14,25->29,45->49,317.3399821,362.7923754,293.7503573,315.2534323,389.5281697,0.0,376.5396642,321.1523205,275.9371092,304.1547455,Weekday
Y24H6230511P01,Y24H6230511,1,Vehicle Driver,Private,60->64,Male,Self,No Study,Yes,Managers,Specialist Managers,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)",2,Being Purchased,Moorabool (S),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,267.447436008,393.2718079,Thursday,Yes,No,No,No other activity,Full-time Work,Manufacturing,Primary Metal and Metal Product Manufacturing,At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,299.791177268,323.487419535,257.782894474,279.891351721,320.991362086,0.0,376.416452739,269.298544364,276.304844017,318.726902178,Weekday,2023-24,2,Separate House,0,July,Thursday,60->64,60->64,60->64,450.5907252,439.9904595,429.4203947,427.5375864,484.3638146,0.0,470.4722176,412.7274651,385.9962094,434.1659015,Weekday
Y24H6230518P01,Y24H6230518,1,Train,Public,60->64,Male,Self,No Study,Yes,Technicians and Trades Workers,Construction Trades Workers,Paid Employee,"$800-$999 ($41,600-$51,999)","$1,250-$1,499 ($65,000-$77,999)",2,Being Rented,Moorabool (S),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,394.824564146,393.2718079,Thursday,Yes,No,No,No other activity,Full-time Work,Transport Postal and Warehousing,Rail Transport,At Home,6,No,No,No,No,No,No,No,No,No,Full Adult,No,No,No,466.083082487,405.673444841,401.905742619,423.064856317,483.310110411,0.0,554.954605595,397.728701021,422.016011341,430.704294955,Weekday,2023-24,2,Separate House,2,July,Thursday,60->64,60->64,60->64,450.5907252,439.9904595,429.4203947,427.5375864,484.3638146,0.0,470.4722176,412.7274651,385.9962094,434.1659015,Weekday
Y24H6230519P02,Y24H6230519,2,Vehicle Driver,Private,35->39,Male,Spouse,No Study,Yes,Technicians and Trades Workers,Construction Trades Workers,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)","$2,500-$2,999 ($130,000-$155,999)",1,Fully Owned,Moorabool (S),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,233.985935439,274.5634409,Friday,Yes,No,No,No other activity,Full-time Work,Construction,Building Construction,At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,255.287213103,257.210035573,255.596534574,262.943661378,331.659440115,0.0,327.324897688,254.100072983,223.13041924,218.122671656,Weekday,2023-24,4,Separate House,2,July,Friday,10->14,25->29,40->44,303.1939802,328.6347863,296.0806477,296.3074814,378.4736375,0.0,350.660592,296.7127334,262.4910311,280.8011004,Weekday
Y24H6230523P02,Y24H6230523,2,Vehicle Driver,Private,30->34,Male,Child,No Study,Yes,Technicians and Trades Workers,Construction Trades Workers,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)","$650-$799 ($33,800-$41,599)",2,Fully Owned,Moorabool (S),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,369.191272333,347.0476284,Tuesday,Yes,No,No,No other activity,Full-time Work,Construction,Building Construction,At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,0.0,409.455699355,405.963189314,411.381871307,477.859137862,393.874860462,498.118372735,405.111668655,360.390004448,364.138787067,Weekday,2023-24,2,Separate House,0,July,Tuesday,30->34,45->49,60->64,0.0,372.7053509,371.4383969,359.0550662,434.6911717,379.6693361,416.0930798,392.9382759,344.3429501,383.750487,Weekday
Y24H6230524P02,Y24H6230524,2,Vehicle Driver,Private,25->29,Female,Spouse,No Study,Yes,Professionals,Health Professionals,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)","$5,000-$5,999 ($260,000-$311,999)",2,Being Purchased,Moorabool (S),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,337.13043876,348.8795321,Wednesday,No,Yes,No,No other activity,Part-time Work,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,0.0,361.333928859,354.671382179,369.398724982,457.829730954,357.790062081,416.51974822,366.870397276,331.077523757,354.95386489,Weekday,2023-24,2,Separate House,0,July,Wednesday,25->29,25->29,25->29,0.0,380.331689,386.4838966,371.2439362,441.5857816,396.986413,400.6908813,375.3479607,350.0062045,378.2523627,Weekday
Y24H6230525P01,Y24H6230525,1,Vehicle Driver,Private,30->34,Male,Self,No Study,Yes,Professionals,Design Engineering Science and Transport Professionals,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)","$2,500-$2,999 ($130,000-$155,999)",1,Being Purchased,Moorabool (S),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,194.759492801,270.2725978,Thursday,Yes,No,No,No other activity,Full-time Work,Agriculture Forestry and Fishing,Agriculture Forestry and Fishing Support Services,At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,No,No,Yes,0.0,249.448016422,222.24869301,224.398492241,254.6135466,185.432986142,260.854845896,199.128967678,183.891737109,207.103770739,Weekday,2023-24,2,Separate House,Missing/Refused,July,Thursday,25->29,30->34,30->34,0.0,284.7462063,317.0366512,296.04199,348.7345417,283.7494611,321.251899,285.2574206,268.3620518,294.9378332,Weekday
Y24H6230529P01,Y24H6230529,1,Vehicle Driver,Private,35->39,Male,Self,No Study,Yes,Machinery Operators and Drivers,Road and Rail Drivers,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)","$5,000-$5,999 ($260,000-$311,999)",2,Being Purchased,Moorabool (S),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,210.990630299,247.5803229,Monday,Yes,No,No,No other activity,Full-time Work,Transport Postal and Warehousing,Rail Transport,At Home,5,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,0.0,240.260215045,214.571815413,236.716889502,288.831750332,252.065237867,297.407655193,232.71747847,198.474060923,199.915253856,Weekday,2023-24,4,Separate House,2,July,Monday,0->4,20->24,35->39,0.0,306.9781638,248.5579947,266.7529042,329.600759,277.8216953,318.6104851,271.7442712,233.4852463,257.3617077,Weekday
Y24H6230529P02,Y24H6230529,2,Vehicle Driver,Private,30->34,Female,Spouse,No Study,Yes,Machinery Operators and Drivers,Road and Rail Drivers,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)","$5,000-$5,999 ($260,000-$311,999)",2,Being Purchased,Moorabool (S),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,351.090632024,247.5803229,Monday,Yes,No,No,No other activity,Full-time Work,Transport Postal and Warehousing,Rail Transport,At Home,5,No,No,No,No,No,No,No,No,No,Not applicable,No,Yes,No,0.0,445.886986609,366.325204616,385.769711516,499.948638473,398.011060455,442.398853809,383.315406804,333.334164914,322.393004569,Weekday,2023-24,4,Separate House,2,July,Monday,0->4,20->24,35->39,0.0,306.9781638,248.5579947,266.7529042,329.600759,277.8216953,318.6104851,271.7442712,233.4852463,257.3617077,Weekday
Y24H6230531P01,Y24H6230531,1,Vehicle Driver,Private,40->44,Male,Self,Full-time TAFE/Uni,Yes,Professionals,Design Engineering Science and Transport Professionals,Paid Employee,"$800-$999 ($41,600-$51,999)","$2,500-$2,999 ($130,000-$155,999)",2,Being Purchased,Moorabool (S),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,264.747225567,348.8795321,Wednesday,No,Yes,No,No other activity,Full-time TAFE/Uni,Professional Scientific and Technical Services,Professional Scientific and Technical Services (NEC),At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,0.0,244.626665066,264.182688913,312.307558039,375.138680274,324.949524682,332.343059622,277.682577068,254.894972435,296.328405416,Weekday,2023-24,2,Separate House,0,July,Wednesday,40->44,40->44,40->44,0.0,380.331689,386.4838966,371.2439362,441.5857816,396.986413,400.6908813,375.3479607,350.0062045,378.2523627,Weekday
Y24H6230531P02,Y24H6230531,2,Vehicle Driver,Private,40->44,Female,Spouse,No Study,Yes,Professionals,Education Professionals,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)","$2,500-$2,999 ($130,000-$155,999)",2,Being Purchased,Moorabool (S),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,230.489122919,348.8795321,Wednesday,Yes,No,No,No other activity,Full-time Work,Education and Training,Preschool and School Education,At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,0.0,222.657793254,248.064562174,248.321560869,310.608634968,274.578961723,264.027382104,247.397866246,225.373016714,246.700196857,Weekday,2023-24,2,Separate House,0,July,Wednesday,40->44,40->44,40->44,0.0,380.331689,386.4838966,371.2439362,441.5857816,396.986413,400.6908813,375.3479607,350.0062045,378.2523627,Weekday
Y24H6240201P01,Y24H6240201,1,Vehicle Driver,Private,65->69,Male,Self,No Study,Yes,Managers,Specialist Managers,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)","$2,500-$2,999 ($130,000-$155,999)",1,Being Purchased,Manningham (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,684.106723662,798.5852919,Monday,Yes,No,No,No other activity,Full-time Work,Construction,Building Construction,At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,958.859736906,660.807981807,0.0,650.347465419,821.912743269,627.040548862,789.418635072,576.034622143,1351.691370014,679.517635045,Weekday,2023-24,1,"Unit, Flat or Apartment",0,July,Monday,65->69,65->69,65->69,923.5421722,879.3965876,0.0,811.7918334,906.0252895,714.4222266,767.9086347,756.4326453,2087.727044,787.6063667,Weekday
Y24H6240233P01,Y24H6240233,1,Train,Public,35->39,Male,Self,No Study,Yes,Professionals,ICT Professionals,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)",2,Being Purchased,Manningham (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,519.281671198,609.0002162,Friday,Yes,No,No,No other activity,Full-time Work,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,9,Yes,Yes,No,No,Yes,Yes,No,No,No,Full Adult,No,No,No,658.283417992,594.140194414,548.563901504,573.469926105,563.869891776,579.675771599,440.75795827,477.748605865,0.0,511.395689499,Weekday,2023-24,2,Terrace or Townhouse,2,July,Friday,30->34,30->34,35->39,727.1731099,763.9500406,675.4575837,611.5017996,610.3983447,698.7303471,568.7808861,598.4547811,0.0,597.230605,Weekday
Y24H6240238P01,Y24H6240238,1,Vehicle Driver,Private,35->39,Male,Self,No Study,Yes,Managers,Specialist Managers,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)","$2,500-$2,999 ($130,000-$155,999)",1,Being Rented,Manningham (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,522.355883527,612.6055735,Wednesday,Yes,No,No,No other activity,Full-time Work,Financial and Insurance Services,Finance,At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,713.913837762,602.481907152,587.895042795,578.825068955,548.132305026,441.351352241,479.706097109,468.640547414,0.0,517.668702013,Weekday,2023-24,3,Terrace or Townhouse,0,July,Wednesday,0->4,20->24,35->39,788.6252812,774.6758791,723.886796,617.2120895,593.3621506,531.9966759,619.0419341,587.0455147,0.0,604.5565077,Weekday
Y24H6240240P02,Y24H6240240,2,Vehicle Driver,Private,35->39,Male,Other relative,No Study,Yes,Professionals,Legal Social and Welfare Professionals,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)","$3,500-$3,999 ($182,000-$207,999)",2,Being Purchased,Manningham (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,596.815386907,699.929768,Friday,No,Yes,No,No other activity,Part-time Work,Health Care and Social Assistance,Social Assistance Services,At Home,5,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,743.231537671,682.122261662,637.707335263,668.437767572,616.106624292,622.431626078,519.612565943,539.183639517,0.0,585.01934606,Weekday,2023-24,4,"Unit, Flat or Apartment",3,July,Friday,0->4,25->29,40->44,821.0110932,877.0780607,785.2216571,712.7678004,666.9454587,750.2674555,670.5396695,675.4117605,0.0,683.2115818,Weekday
Y24H6240240P03,Y24H6240240,3,Vehicle Driver,Private,30->34,Female,Sibling,No Study,Yes,Professionals,Health Professionals,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)","$3,500-$3,999 ($182,000-$207,999)",2,Being Purchased,Manningham (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,786.139227,699.929768,Friday,Yes,No,No,No other activity,Full-time Work,Health Care and Social Assistance,Health Care and Social Assistance (NEC),At Home,5,No,No,No,No,No,No,No,No,No,Not applicable,No,No,Yes,893.455211738,1034.317173063,916.460043879,800.072973077,750.654866617,851.093469879,903.756844559,647.393075655,0.0,770.242016462,Weekday,2023-24,4,"Unit, Flat or Apartment",3,July,Friday,0->4,25->29,40->44,821.0110932,877.0780607,785.2216571,712.7678004,666.9454587,750.2674555,670.5396695,675.4117605,0.0,683.2115818,Weekday
Y24H6240404P01,Y24H6240404,1,Vehicle Driver,Private,35->39,Male,Self,No Study,Yes,Managers,Hospitality Retail and Service Managers,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)","$2,500-$2,999 ($130,000-$155,999)",2,Being Purchased,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,311.334560344,400.4730389,Thursday,Yes,No,No,No other activity,Full-time Work,Accommodation and Food Services,Food and Beverage Services,At Home,2,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,0.0,306.893731851,291.691289013,320.318455136,374.762286121,382.546890796,262.125989677,385.38515898,400.87138391,400.905099943,Weekday,2023-24,2,Separate House,Missing/Refused,July,Thursday,35->39,35->39,35->39,0.0,437.2309756,379.234115,441.9738491,470.0708034,462.233042,389.9037759,491.3769575,483.5036643,487.8014078,Weekday
Y24H6240404P02,Y24H6240404,2,Vehicle Driver,Private,35->39,Female,Spouse,Part-time TAFE/Uni,Yes,Professionals,Business Human Resource and Marketing Professionals,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)","$2,500-$2,999 ($130,000-$155,999)",2,Being Purchased,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,213.989226753,400.4730389,Thursday,Yes,No,No,No other activity,Full-time Work,Retail Trade,Retail Trade (NEC),At Home,2,Yes,Yes,No,No,No,Yes,No,No,No,Not applicable,No,No,Yes,0.0,199.257797604,200.201181287,235.903118011,239.832448471,265.693536077,191.285161301,277.875248178,265.865730342,244.786491512,Weekday,2023-24,2,Separate House,Missing/Refused,July,Thursday,35->39,35->39,35->39,0.0,437.2309756,379.234115,441.9738491,470.0708034,462.233042,389.9037759,491.3769575,483.5036643,487.8014078,Weekday
Y24H6240410P01,Y24H6240410,1,Vehicle Driver,Private,45->49,Male,Self,No Study,Yes,Sales Workers,Sales Representatives and Agents,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)",2,Fully Owned,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,430.366289579,377.0845992,Wednesday,Yes,No,No,No other activity,Full-time Work,Rental Hiring and Real Estate Services,Property Operators and Real Estate Services,At Home,6,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,No,Yes,0.0,449.180383049,429.505724496,458.594507144,487.745863263,422.464401029,454.500996899,564.371581812,547.211331968,531.764815215,Weekday,2023-24,4,Separate House,4,July,Wednesday,10->14,25->29,45->49,0.0,437.9691759,372.8637022,396.3106522,412.0075048,389.2690962,394.7493506,491.0717376,450.4480903,452.3995439,Weekday
Y24H6240415P01,Y24H6240415,1,Vehicle Driver,Private,40->44,Male,Self,No Study,Yes,Technicians and Trades Workers,Other Technicians and Trades Workers,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)",3,Occupied Rent-Free,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,263.600500603,258.3948987,Monday,Yes,No,No,Volunteer,Full-time Work,Administrative and Support Services,Building Cleaning Pest Control and Other Support Services,At Home,7,No,No,No,No,No,No,No,No,No,Not applicable,Yes,No,No,0.0,303.652727393,253.061847457,335.161631497,286.701358204,251.30691126,229.892043006,338.198852315,298.177037596,328.112509571,Weekday,2023-24,5,Terrace or Townhouse,5,July,Monday,5->9,20->24,40->44,0.0,371.956323,252.5083413,304.0909765,300.2281622,271.3031066,230.1399228,295.4437238,293.531801,318.0382745,Weekday
