persid,hhid,persno,primary_mode_raw,travel_mode_3,agegroup,sex,relationship,studying,anywork,anzsco1,anzsco2,emptype,persinc,hhinc_group,totalvehs,owndwell,homelga,homesubregion_asgs_person,homeregion_asgs_person,homesubregion_asgs_hh,homeregion_asgs_hh,perspoststratweight,hhpoststratweight,travdow_person,fulltimework,parttimework,casualwork,activities,mainact,anzsic1,anzsic2,startplace,numstops,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight_group_1,perspoststratweight_group_2,perspoststratweight_group_3,perspoststratweight_group_4,perspoststratweight_group_5,perspoststratweight_group_6,perspoststratweight_group_7,perspoststratweight_group_8,perspoststratweight_group_9,perspoststratweight_group_10,daytype_person,surveyperiod,hhsize,dwelltype,totalbikes,travmonth,travdow_hh,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhpoststratweight_group_1,hhpoststratweight_group_2,hhpoststratweight_group_3,hhpoststratweight_group_4,hhpoststratweight_group_5,hhpoststratweight_group_6,hhpoststratweight_group_7,hhpoststratweight_group_8,hhpoststratweight_group_9,hhpoststratweight_group_10,daytype_hh
Y24H6240416P02,Y24H6240416,2,Vehicle Driver,Private,40->44,Male,Spouse,No Study,Yes,Professionals,Design Engineering Science and Transport Professionals,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)","$6,000-$7,999 ($312,000-$415,999)",1,Being Purchased,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,248.67700966,329.9813185,Tuesday,Yes,No,No,No other activity,Full-time Work,Professional Scientific and Technical Services,Professional Scientific and Technical Services (NEC),At Home,4,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Not applicable,No,No,No,0.0,222.980063519,240.784199602,247.348309534,249.560194506,274.65458959,250.509866386,330.996230779,305.230471617,290.276476519,Weekday,2023-24,4,Separate House,4,July,Tuesday,5->9,25->29,40->44,0.0,338.6795289,320.8203029,336.1036064,335.4821432,374.0984231,350.2337814,420.3734071,406.8187135,385.4302128,Weekday
Y24H6240418P03,Y24H6240418,3,Vehicle Driver,Private,20->24,Male,Child,No Study,Yes,Professionals,Arts and Media Professionals,Self-Employed,"$150-$299 ($7,800-$15,599)","$4,000-$4,499 ($208,000-$233,999)",2,Being Purchased,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,329.669340049,359.6710243,Thursday,No,No,Yes,Volunteer,Casual Work,Arts and Recreation Services,Creative and Performing Arts Activities,At Home,2,Yes,No,No,Yes,Yes,No,No,No,Yes,Not applicable,Yes,No,No,0.0,347.674080433,324.887329938,335.868859544,370.102536552,328.642430749,398.661050936,392.044863512,432.53477483,377.920604044,Weekday,2023-24,4,Separate House,2,July,Thursday,15->19,35->39,55->59,0.0,428.719884,350.5505913,386.1890992,382.3939999,362.7546817,392.1888844,456.9025506,420.3406385,439.3853309,Weekday
Y24H6240426P01,Y24H6240426,1,Vehicle Driver,Private,60->64,Male,Self,No Study,Yes,Machinery Operators and Drivers,MACHINERY OPERATORS AND DRIVERS (NEC),Self-Employed,"$1,000-$1,249 ($52,000-$64,999)","$3,000-$3,499 ($156,000-$181,999)",7,Fully Owned,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,2045.488084721,1902.252423,Friday,Yes,No,No,No other activity,Full-time Work,Transport Postal and Warehousing,Road Transport,At Home,3,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,2222.999767527,1468.865738924,1897.960774535,2236.296230545,2329.918284106,2012.651593075,2275.064679304,2948.724960367,0.0,2856.941616447,Weekday,2023-24,3,Separate House,0,July,Friday,20->24,35->39,60->64,2064.451161,1523.130535,1850.400633,2145.88252,2037.809948,1918.845488,2406.879619,2157.624562,0.0,2676.943071,Weekday
Y24H6240426P02,Y24H6240426,2,Vehicle Driver,Private,20->24,Male,Unrelated,Part-time TAFE/Uni,Yes,Technicians and Trades Workers,Construction Trades Workers,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)","$3,000-$3,499 ($156,000-$181,999)",7,Fully Owned,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,1643.258094579,1902.252423,Friday,Yes,No,No,No other activity,Full-time Work,Construction,Construction Services,At Home,6,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,1955.299182161,1049.989667217,1606.839444756,1937.209374775,1626.358300764,1547.864491297,2438.967234424,1979.29279396,0.0,2070.873983165,Weekday,2023-24,3,Separate House,0,July,Friday,20->24,35->39,60->64,2064.451161,1523.130535,1850.400633,2145.88252,2037.809948,1918.845488,2406.879619,2157.624562,0.0,2676.943071,Weekday
Y24H6240431P01,Y24H6240431,1,Vehicle Driver,Private,40->44,Male,Self,No Study,Yes,Professionals,Design Engineering Science and Transport Professionals,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)","$4,000-$4,499 ($208,000-$233,999)",2,Being Rented,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,282.484725211,374.8423797,Wednesday,Yes,No,No,No other activity,Full-time Work,Electricity Gas Water and Waste Services,Electricity Gas Water and Waste Services (NEC),At Home,4,Yes,No,No,No,No,Yes,No,No,No,Not applicable,Yes,No,No,346.551191462,288.710774747,276.413701865,319.103910857,322.102672708,300.12525682,240.934407714,365.902143956,0.0,338.578278027,Weekday,2023-24,5,Terrace or Townhouse,4,July,Wednesday,10->14,20->24,40->44,410.7292103,438.5164648,368.2929681,433.607068,433.0005239,408.791222,336.8464879,464.704781,0.0,449.5655291,Weekday
Y24H6240431P02,Y24H6240431,2,Vehicle Driver,Private,35->39,Female,Spouse,No Study,Yes,Community and Personal Service Workers,Sports and Personal Service Workers,Paid Employee,"$650-$799 ($33,800-$41,599)","$4,000-$4,499 ($208,000-$233,999)",2,Being Rented,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,382.645699051,374.8423797,Wednesday,No,Yes,No,No other activity,Part-time Work,Other Services,Personal and Other Services,At Home,7,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,420.752690425,369.841485474,367.248395675,426.773106673,475.873350165,420.930729662,343.977727078,454.668433616,0.0,505.511551093,Weekday,2023-24,5,Terrace or Townhouse,4,July,Wednesday,10->14,20->24,40->44,410.7292103,438.5164648,368.2929681,433.607068,433.0005239,408.791222,336.8464879,464.704781,0.0,449.5655291,Weekday
Y24H6240440P01,Y24H6240440,1,Vehicle Driver,Private,35->39,Male,Self,No Study,Yes,Professionals,ICT Professionals,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)",2,Being Purchased,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,371.193657699,381.9763587,Friday,Yes,No,No,No other activity,Full-time Work,Manufacturing,Basic Chemical and Chemical Product Manufacturing,At Home,3,Yes,Yes,No,Yes,Yes,No,No,No,No,Not applicable,No,No,No,419.391979071,402.78714336,352.546058096,407.000169261,443.273621464,424.57591978,296.858269769,458.412236006,0.0,468.139065118,Weekday,2023-24,5,Separate House,6,July,Friday,0->4,15->19,35->39,411.516244,459.0801242,366.6821667,449.2614859,444.8046029,410.4135177,353.2535188,467.5908339,0.0,455.686685,Weekday
Y24H6240441P01,Y24H6240441,1,Train,Public,20->24,Female,Self,No Study,Yes,Managers,Hospitality Retail and Service Managers,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)",0,Being Rented,Banyule (C),MELB - Middle,Greater Melbourne,MELB - Middle,Greater Melbourne,656.212737682,725.1961465,Saturday,Yes,No,No,No other activity,Full-time Work,Retail Trade,Other Store-Based Retailing,At Home,10,No,No,No,No,No,No,No,No,No,Full Adult,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,738.17772081,564.585803282,781.891436803,754.070211032,684.899419436,653.939831693,701.745854608,675.586393723,0.0,719.419340253,Weekend,2023-24,1,"Unit, Flat or Apartment",0,July,Saturday,20->24,20->24,20->24,817.5230663,735.0976217,862.5038651,815.9738462,710.2854011,733.4398667,675.2708865,803.0198194,0.0,899.4218499,Weekend
Y24H6250101P02,Y24H6250101,2,Vehicle Driver,Private,40->44,Male,Spouse,No Study,Yes,Managers,Specialist Managers,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)",2,Being Purchased,Frankston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,741.446664112,798.467673,Monday,Yes,No,No,No other activity,Full-time Work,Professional Scientific and Technical Services,Professional Scientific and Technical Services (NEC),At Home,2,Yes,No,No,No,Yes,Yes,No,No,No,Not applicable,No,No,No,729.707553924,762.361991083,1901.639463236,705.849418523,693.5982303,0.0,779.001013783,741.138661331,700.137520198,626.965353761,Weekday,2023-24,5,Separate House,4,July,Monday,0->4,20->24,40->44,789.9265003,884.7562706,1967.510929,738.4604226,729.2275669,0.0,860.9318025,904.6413061,729.3029465,772.0171666,Weekday
Y24H6250101P03,Y24H6250101,3,Walking,Active,5->9,Female,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$3,500-$3,999 ($182,000-$207,999)",2,Being Purchased,Frankston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,739.8033269,798.467673,Monday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,730.545827602,774.011409738,2738.063089451,661.730528863,663.902465896,0.0,809.216470347,744.272750681,717.779200998,802.368033051,Weekday,2023-24,5,Separate House,4,July,Monday,0->4,20->24,40->44,789.9265003,884.7562706,1967.510929,738.4604226,729.2275669,0.0,860.9318025,904.6413061,729.3029465,772.0171666,Weekday
Y24H6250103P01,Y24H6250103,1,Vehicle Driver,Private,40->44,Female,Self,No Study,Yes,Community and Personal Service Workers,Protective Service Workers,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)","$4,000-$4,499 ($208,000-$233,999)",2,Being Purchased,Frankston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,1029.08879384,864.4211766,Wednesday,Yes,No,No,No other activity,Full-time Work,Public Administration and Safety,Public Administration and Safety (NEC),At Home,6,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,1047.230101229,1035.432244058,1908.137725722,991.578170527,1015.073457546,0.0,935.253146674,1035.164889784,1017.223166552,1122.74206518,Weekday,2023-24,4,Separate House,4,July,Wednesday,10->14,25->29,40->44,884.7710007,920.7302495,1644.535106,1043.996848,866.307898,0.0,834.8071525,1102.667834,797.1723234,836.2313856,Weekday
Y24H6250103P03,Y24H6250103,3,School Bus,Public,10->14,Female,Child,Secondary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$4,000-$4,499 ($208,000-$233,999)",2,Being Purchased,Frankston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,1376.73411349,864.4211766,Wednesday,Not applicable,Not applicable,Not applicable,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,4,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Other,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,1420.686611822,1332.944940365,2611.845896783,1487.278505334,1342.047390185,0.0,1287.440850589,2099.177781351,1232.823951482,1374.99895837,Weekday,2023-24,4,Separate House,4,July,Wednesday,10->14,25->29,40->44,884.7710007,920.7302495,1644.535106,1043.996848,866.307898,0.0,834.8071525,1102.667834,797.1723234,836.2313856,Weekday
Y24H6250103P04,Y24H6250103,4,Walking,Active,10->14,Male,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$4,000-$4,499 ($208,000-$233,999)",2,Being Purchased,Frankston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,780.538733689,864.4211766,Wednesday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,2,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,796.586226416,759.879915402,1709.811466845,996.17273591,834.552930714,0.0,769.88754678,967.680900038,721.274684413,690.277012568,Weekday,2023-24,4,Separate House,4,July,Wednesday,10->14,25->29,40->44,884.7710007,920.7302495,1644.535106,1043.996848,866.307898,0.0,834.8071525,1102.667834,797.1723234,836.2313856,Weekday
Y24H6250105P01,Y24H6250105,1,Vehicle Driver,Private,50->54,Female,Self,No Study,Yes,Professionals,Health Professionals,Self-Employed,"$1,750-$1,999 ($91,000-$103,999)","$4,500-$4,999 ($234,000-$259,999)",4,Being Purchased,Frankston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,967.912054821,1282.693646,Friday,No,Yes,No,Keeping House,Part-time Work,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,7,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,978.635309489,987.696303533,2097.211099834,1336.344369149,912.132739659,0.0,974.029346613,877.572324095,986.577939141,1235.096797623,Weekday,2023-24,5,Separate House,3,July,Friday,15->19,30->34,50->54,1295.352698,1358.706079,2117.504939,1726.49279,1246.011245,0.0,1307.54625,1245.206027,1386.085604,1272.865892,Weekday
Y24H6250105P02,Y24H6250105,2,Vehicle Driver,Private,50->54,Male,Spouse,No Study,Yes,Managers,Chief Executives General Managers and Legislators,Employer,"$2,000-$2,999 ($104,000-$155,999)","$4,500-$4,999 ($234,000-$259,999)",4,Being Purchased,Frankston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,1121.387831825,1282.693646,Friday,Yes,No,No,No other activity,Full-time Work,Retail Trade,Other Store-Based Retailing,At Home,14,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,1131.878552372,1069.616153491,2180.000588918,1686.276857252,1106.597993998,0.0,1129.589384322,1020.856586434,1132.180747716,1315.866081767,Weekday,2023-24,5,Separate House,3,July,Friday,15->19,30->34,50->54,1295.352698,1358.706079,2117.504939,1726.49279,1246.011245,0.0,1307.54625,1245.206027,1386.085604,1272.865892,Weekday
Y24H6250105P04,Y24H6250105,4,Vehicle Driver,Private,15->19,Female,Child,Full-time TAFE/Uni,Yes,Community and Personal Service Workers,Hospitality Workers,Paid Employee,"$1-$149 ($1-$7,799)","$4,500-$4,999 ($234,000-$259,999)",4,Being Purchased,Frankston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,1322.88363733,1282.693646,Friday,No,No,Yes,No other activity,Full-time TAFE/Uni,Accommodation and Food Services,Food and Beverage Services,At Home,4,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,1336.293250747,1244.679171131,3085.116031399,1570.95837851,1318.007987871,0.0,1315.89874051,1152.555151081,1421.531900715,1272.623696024,Weekday,2023-24,5,Separate House,3,July,Friday,15->19,30->34,50->54,1295.352698,1358.706079,2117.504939,1726.49279,1246.011245,0.0,1307.54625,1245.206027,1386.085604,1272.865892,Weekday
Y24H6250105P05,Y24H6250105,5,Vehicle Passenger,Private,15->19,Male,Child,Secondary,Yes,Community and Personal Service Workers,Hospitality Workers,Paid Employee,"$1-$149 ($1-$7,799)","$4,500-$4,999 ($234,000-$259,999)",4,Being Purchased,Frankston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,1657.466453345,1282.693646,Friday,No,No,Yes,No other activity,Secondary School,Accommodation and Food Services,Food and Beverage Services,At another location,8,No,No,No,No,No,No,No,No,No,Concession,Yes,No,No,1661.818540517,1549.880225724,2190.815062692,2465.777304348,1651.367971164,0.0,1675.189596597,1571.732849418,1769.629464909,1617.203011647,Weekday,2023-24,5,Separate House,3,July,Friday,15->19,30->34,50->54,1295.352698,1358.706079,2117.504939,1726.49279,1246.011245,0.0,1307.54625,1245.206027,1386.085604,1272.865892,Weekday
Y24H6250118P03,Y24H6250118,3,Walking,Active,15->19,Female,Child,Secondary,No,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$2,000-$2,499 ($104,000-$129,999)",1,Being Rented,Frankston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,980.501361196,911.2931251,Thursday,No,No,No,No other activity,Secondary School,Not in Work Force,Not In Work Force,At Home,13,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Other,No,No,No,985.670684616,1131.670842909,2730.37035404,1064.264355244,899.95582998,0.0,1006.017127939,1022.961685158,873.972097931,957.256268524,Weekday,2023-24,6,Separate House,6,July,Thursday,5->9,20->24,45->49,919.7139664,968.9407068,2236.453638,904.3182433,857.1945431,0.0,905.7097997,952.6067639,850.5045166,877.3839572,Weekday
Y24H6250118P04,Y24H6250118,4,Vehicle Passenger,Private,10->14,Male,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$2,000-$2,499 ($104,000-$129,999)",1,Being Rented,Frankston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,822.862281901,911.2931251,Thursday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,3,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,828.046440619,799.668070753,2325.224959192,862.892622953,825.773630501,0.0,835.276379291,835.990080271,769.529195671,724.24688581,Weekday,2023-24,6,Separate House,6,July,Thursday,5->9,20->24,45->49,919.7139664,968.9407068,2236.453638,904.3182433,857.1945431,0.0,905.7097997,952.6067639,850.5045166,877.3839572,Weekday
Y24H6250118P05,Y24H6250118,5,Vehicle Passenger,Private,5->9,Male,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$2,000-$2,499 ($104,000-$129,999)",1,Being Rented,Frankston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,978.220988126,911.2931251,Thursday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,3,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,983.767592992,917.963556108,3235.196471817,1022.552772561,946.787326107,0.0,987.264656675,911.698378896,960.602895538,971.50948787,Weekday,2023-24,6,Separate House,6,July,Thursday,5->9,20->24,45->49,919.7139664,968.9407068,2236.453638,904.3182433,857.1945431,0.0,905.7097997,952.6067639,850.5045166,877.3839572,Weekday
Y24H6250118P06,Y24H6250118,6,Vehicle Passenger,Private,5->9,Female,Child,Primary,Not applicable,Not in Work Force,Not in Work Force,Not in Work Force,Nil income,"$2,000-$2,499 ($104,000-$129,999)",1,Being Rented,Frankston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,844.339362185,911.2931251,Thursday,Not applicable,Not applicable,Not applicable,No other activity,Primary School,Not in Work Force,Not In Work Force,At Home,3,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,850.576858105,847.658487755,3112.33399905,810.354855962,780.406003192,0.0,851.30469693,783.735223805,837.065660165,911.877184126,Weekday,2023-24,6,Separate House,6,July,Thursday,5->9,20->24,45->49,919.7139664,968.9407068,2236.453638,904.3182433,857.1945431,0.0,905.7097997,952.6067639,850.5045166,877.3839572,Weekday
Y24H6250125P01,Y24H6250125,1,Train,Public,45->49,Male,Self,No Study,Yes,Professionals,ICT Professionals,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)","$5,000-$5,999 ($260,000-$311,999)",2,Being Rented,Kingston (C),MELB - Outer,Greater Melbourne,MELB - Outer,Greater Melbourne,805.357869385,816.9473377,Thursday,Yes,No,No,No other activity,Full-time Work,Public Administration and Safety,Public Administration,At Home,6,Yes,Yes,Yes,Yes,No,No,No,No,No,Full Adult,No,No,No,947.937050194,816.032682717,974.250741279,767.124366123,1112.009569773,779.797549945,1091.193887197,913.463633788,0.0,835.602661947,Weekday,2023-24,4,"Unit, Flat or Apartment",3,July,Thursday,10->14,30->34,45->49,982.9613812,829.0770839,994.0413436,794.5304602,1013.022299,810.0807266,1013.320033,974.7497899,0.0,896.619759,Weekday
